holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,hour,day_of_week,day_of_year,month,year,is_weekend
11,4.1200000000000045,0.0,0.0,1.0,0,26,302.0,1,1,283,10,2012,False
11,4.32000000000005,0.0,0.0,1.0,0,26,251.0,2,1,283,10,2012,False
11,4.32000000000005,0.0,0.0,1.0,11,35,251.0,3,1,283,10,2012,False
11,3.82000000000005,0.0,0.0,20.0,1,4,798.0,4,1,283,10,2012,False
11,3.3700000000000045,0.0,0.0,40.0,1,23,2678.0,5,1,283,10,2012,False
11,3.450000000000045,0.0,0.0,40.0,1,23,5733.0,6,1,283,10,2012,False
11,4.160000000000025,0.0,0.0,75.0,1,2,6449.0,7,1,283,10,2012,False
11,5.230000000000018,0.0,0.0,90.0,1,18,5765.0,8,1,283,10,2012,False
11,6.2000000000000455,0.0,0.0,90.0,1,18,5599.0,9,1,283,10,2012,False
11,8.220000000000027,0.0,0.0,90.0,1,18,4534.0,10,1,283,10,2012,False
11,9.960000000000036,0.0,0.0,90.0,1,18,4691.0,11,1,283,10,2012,False
11,10.930000000000009,0.0,0.0,75.0,1,2,5067.0,12,1,283,10,2012,False
11,11.990000000000007,0.0,0.0,75.0,1,2,5030.0,13,1,283,10,2012,False
11,13.200000000000044,0.0,0.0,90.0,1,18,5300.0,14,1,283,10,2012,False
11,14.08000000000004,0.0,0.0,100.0,6,12,5777.0,15,1,283,10,2012,False
11,15.379999999999995,0.0,0.0,90.0,1,18,6349.0,16,1,283,10,2012,False
11,17.220000000000027,0.0,0.0,90.0,1,18,6127.0,17,1,283,10,2012,False
11,16.980000000000018,0.0,0.0,90.0,1,18,4460.0,18,1,283,10,2012,False
11,15.710000000000036,0.0,0.0,75.0,1,2,3418.0,19,1,283,10,2012,False
11,14.210000000000036,0.0,0.0,90.0,1,18,2775.0,20,1,283,10,2012,False
11,11.960000000000036,0.0,0.0,90.0,1,18,2306.0,21,1,283,10,2012,False
11,10.310000000000002,0.0,0.0,90.0,1,18,1846.0,22,1,283,10,2012,False
11,9.300000000000011,0.0,0.0,90.0,1,18,947.0,23,1,283,10,2012,False
11,8.730000000000018,0.0,0.0,90.0,1,18,494.0,0,2,284,10,2012,False
11,8.629999999999995,0.0,0.0,90.0,1,18,332.0,1,2,284,10,2012,False
11,7.939999999999998,0.0,0.0,75.0,1,2,261.0,2,2,284,10,2012,False
11,8.020000000000039,0.0,0.0,90.0,1,18,361.0,3,2,284,10,2012,False
11,8.020000000000039,0.0,0.0,90.0,11,35,361.0,4,2,284,10,2012,False
11,8.020000000000039,0.0,0.0,90.0,11,35,361.0,5,2,284,10,2012,False
11,8.100000000000023,0.0,0.0,92.0,0,26,5875.0,6,2,284,10,2012,False
11,8.100000000000023,0.0,0.0,99.0,2,10,6793.0,7,2,284,10,2012,False
11,6.9500000000000455,0.0,0.0,99.0,2,10,6283.0,8,2,284,10,2012,False
11,6.460000000000036,0.0,0.0,99.0,2,10,5680.0,9,2,284,10,2012,False
11,6.520000000000039,0.0,0.0,99.0,0,26,4632.0,10,2,284,10,2012,False
11,7.0400000000000205,0.0,0.0,1.0,0,26,4887.0,11,2,284,10,2012,False
11,8.939999999999998,0.0,0.0,75.0,1,2,5030.0,12,2,284,10,2012,False
11,9.110000000000014,0.0,0.0,75.0,1,2,5067.0,13,2,284,10,2012,False
11,8.900000000000034,0.0,0.0,90.0,1,18,5227.0,14,2,284,10,2012,False
11,8.439999999999998,0.0,0.0,90.0,1,18,5610.0,15,2,284,10,2012,False
11,8.080000000000041,0.0,0.0,81.0,0,26,6286.0,16,2,284,10,2012,False
11,8.080000000000041,0.0,0.0,81.0,11,35,6286.0,17,2,284,10,2012,False
11,9.450000000000044,0.0,0.0,81.0,0,26,4775.0,18,2,284,10,2012,False
11,9.450000000000044,0.0,0.0,81.0,0,26,3340.0,19,2,284,10,2012,False
11,9.450000000000044,0.0,0.0,81.0,0,26,3013.0,20,2,284,10,2012,False
11,9.450000000000044,0.0,0.0,81.0,0,26,2603.0,21,2,284,10,2012,False
11,9.450000000000044,0.0,0.0,81.0,0,26,1910.0,22,2,284,10,2012,False
11,9.450000000000044,0.0,0.0,81.0,0,26,1037.0,23,2,284,10,2012,False
11,9.450000000000044,0.0,0.0,81.0,11,35,1037.0,0,3,285,10,2012,False
11,0.75,0.0,0.0,1.0,0,26,347.0,1,3,285,10,2012,False
11,0.75,0.0,0.0,1.0,11,35,347.0,2,3,285,10,2012,False
11,1.25,0.0,0.0,75.0,1,2,350.0,3,3,285,10,2012,False
11,0.9000000000000341,0.0,0.0,75.0,1,2,850.0,4,3,285,10,2012,False
11,0.5600000000000023,0.0,0.0,40.0,1,23,2791.0,5,3,285,10,2012,False
11,-0.4899999999999522,0.0,0.0,1.0,0,26,5809.0,6,3,285,10,2012,False
11,-0.5,0.0,0.0,1.0,0,26,6798.0,7,3,285,10,2012,False
11,-0.6299999999999955,0.0,0.0,1.0,0,26,6304.0,8,3,285,10,2012,False
11,2.0400000000000205,0.0,0.0,20.0,1,4,5291.0,9,3,285,10,2012,False
11,2.1899999999999977,0.0,0.0,1.0,0,26,4638.0,10,3,285,10,2012,False
11,2.1899999999999977,0.0,0.0,1.0,11,35,4638.0,11,3,285,10,2012,False
11,2.1899999999999977,0.0,0.0,1.0,11,35,4638.0,12,3,285,10,2012,False
11,2.1899999999999977,0.0,0.0,1.0,11,35,4638.0,13,3,285,10,2012,False
11,10.950000000000044,0.0,0.0,50.0,0,26,5557.0,14,3,285,10,2012,False
11,10.950000000000044,0.0,0.0,50.0,0,26,5818.0,15,3,285,10,2012,False
11,10.629999999999995,0.0,0.0,75.0,1,2,6272.0,16,3,285,10,2012,False
11,10.370000000000005,0.0,0.0,75.0,1,2,5944.0,17,3,285,10,2012,False
11,10.170000000000016,0.0,0.0,90.0,1,18,4949.0,18,3,285,10,2012,False
11,8.910000000000025,0.0,0.0,90.0,1,18,3511.0,19,3,285,10,2012,False
11,8.800000000000011,0.0,0.0,90.0,1,18,3039.0,20,3,285,10,2012,False
11,8.660000000000025,0.0,0.0,90.0,1,18,2679.0,21,3,285,10,2012,False
11,9.010000000000048,0.0,0.0,90.0,1,18,2094.0,22,3,285,10,2012,False
11,9.379999999999995,0.0,0.0,90.0,1,18,1284.0,23,3,285,10,2012,False
11,10.760000000000048,0.0,0.0,90.0,1,18,630.0,0,4,286,10,2012,False
11,11.490000000000007,0.0,0.0,90.0,1,18,410.0,1,4,286,10,2012,False
11,11.460000000000036,0.0,0.0,90.0,1,18,331.0,2,4,286,10,2012,False
11,10.03000000000003,0.0,0.0,72.0,2,10,372.0,3,4,286,10,2012,False
11,9.110000000000014,0.0,0.0,72.0,6,12,739.0,4,4,286,10,2012,False
11,7.620000000000003,0.0,0.0,72.0,2,10,2561.0,5,4,286,10,2012,False
11,5.379999999999996,0.0,0.0,75.0,1,2,5586.0,6,4,286,10,2012,False
11,4.490000000000009,0.0,0.0,75.0,1,2,6992.0,7,4,286,10,2012,False
11,4.75,0.0,0.0,90.0,1,18,5860.0,8,4,286,10,2012,False
11,5.03000000000003,0.0,0.0,90.0,1,18,5230.0,9,4,286,10,2012,False
11,6.140000000000043,0.0,0.0,75.0,1,2,4864.0,10,4,286,10,2012,False
11,7.300000000000011,0.0,0.0,75.0,1,2,5146.0,11,4,286,10,2012,False
11,7.800000000000011,0.0,0.0,40.0,1,23,5526.0,12,4,286,10,2012,False
11,8.590000000000032,0.0,0.0,40.0,1,23,5383.0,13,4,286,10,2012,False
11,8.689999999999998,0.0,0.0,75.0,1,2,5758.0,14,4,286,10,2012,False
11,9.300000000000011,0.0,0.0,75.0,1,2,5889.0,15,4,286,10,2012,False
11,9.050000000000011,0.0,0.0,75.0,1,2,6057.0,16,4,286,10,2012,False
11,8.390000000000043,0.0,0.0,40.0,1,23,6028.0,17,4,286,10,2012,False
11,7.060000000000002,0.0,0.0,20.0,1,4,5257.0,18,4,286,10,2012,False
11,7.060000000000002,0.0,0.0,20.0,11,35,5257.0,19,4,286,10,2012,False
11,7.060000000000002,0.0,0.0,20.0,11,35,5257.0,20,4,286,10,2012,False
11,7.060000000000002,0.0,0.0,20.0,11,35,5257.0,21,4,286,10,2012,False
11,7.060000000000002,0.0,0.0,20.0,11,35,5257.0,22,4,286,10,2012,False
11,9.050000000000011,0.0,0.0,56.0,0,26,1897.0,23,4,286,10,2012,False
11,-0.5699999999999932,0.0,0.0,1.0,0,26,1335.0,0,5,287,10,2012,True
11,-1.089999999999975,0.0,0.0,1.0,0,26,769.0,1,5,287,10,2012,True
11,-2.159999999999968,0.0,0.0,1.0,0,26,570.0,2,5,287,10,2012,True
11,-2.859999999999957,0.0,0.0,20.0,1,4,413.0,3,5,287,10,2012,True
11,-3.669999999999959,0.0,0.0,1.0,0,26,399.0,4,5,287,10,2012,True
11,-3.879999999999996,0.0,0.0,1.0,0,26,740.0,5,5,287,10,2012,True
11,-4.239999999999952,0.0,0.0,1.0,0,26,1420.0,6,5,287,10,2012,True
11,-4.169999999999959,0.0,0.0,75.0,1,2,2220.0,7,5,287,10,2012,True
11,-3.919999999999959,0.0,0.0,40.0,1,23,3479.0,8,5,287,10,2012,True
11,-0.5399999999999636,0.0,0.0,40.0,1,23,4546.0,9,5,287,10,2012,True
11,3.629999999999996,0.0,0.0,20.0,1,4,4579.0,10,5,287,10,2012,True
11,6.07000000000005,0.0,0.0,1.0,0,26,4438.0,11,5,287,10,2012,True
11,7.2000000000000455,0.0,0.0,1.0,0,26,4623.0,12,5,287,10,2012,True
11,8.660000000000025,0.0,0.0,1.0,0,26,4440.0,13,5,287,10,2012,True
11,9.900000000000034,0.0,0.0,1.0,0,26,4495.0,14,5,287,10,2012,True
11,10.810000000000002,0.0,0.0,1.0,0,26,4483.0,15,5,287,10,2012,True
11,11.379999999999995,0.0,0.0,1.0,0,26,4591.0,16,5,287,10,2012,True
11,11.29000000000002,0.0,0.0,1.0,0,26,4477.0,17,5,287,10,2012,True
11,10.490000000000007,0.0,0.0,1.0,0,26,4221.0,18,5,287,10,2012,True
11,8.700000000000045,0.0,0.0,20.0,1,4,3672.0,19,5,287,10,2012,True
11,8.230000000000018,0.0,0.0,1.0,0,26,3015.0,20,5,287,10,2012,True
11,8.689999999999998,0.0,0.0,75.0,1,2,2769.0,21,5,287,10,2012,True
11,9.08000000000004,0.0,0.0,90.0,1,18,2875.0,22,5,287,10,2012,True
11,9.03000000000003,0.0,0.0,90.0,1,18,1931.0,23,5,287,10,2012,True
11,9.340000000000032,0.0,0.0,90.0,1,18,1309.0,0,6,288,10,2012,True
11,9.390000000000043,0.0,0.0,90.0,1,18,870.0,1,6,288,10,2012,True
11,9.430000000000009,0.0,0.0,90.0,1,18,654.0,2,6,288,10,2012,True
11,9.08000000000004,0.0,0.0,90.0,1,18,364.0,3,6,288,10,2012,True
11,8.930000000000007,0.0,0.0,90.0,1,18,262.0,4,6,288,10,2012,True
11,9.08000000000004,0.0,0.0,90.0,1,18,505.0,5,6,288,10,2012,True
11,9.090000000000032,0.0,0.0,90.0,1,18,861.0,6,6,288,10,2012,True
11,9.090000000000032,0.0,0.0,90.0,1,18,1132.0,7,6,288,10,2012,True
11,9.090000000000032,0.0,0.0,57.0,5,16,1797.0,8,6,288,10,2012,True
11,9.28000000000003,0.0,0.0,57.0,4,6,2685.0,9,6,288,10,2012,True
11,9.180000000000009,0.0,0.0,57.0,5,16,3370.0,10,6,288,10,2012,True
11,9.670000000000016,0.0,0.0,57.0,5,16,3662.0,11,6,288,10,2012,True
11,10.180000000000009,0.0,0.0,57.0,2,10,4076.0,12,6,288,10,2012,True
11,10.600000000000025,0.0,0.0,93.0,2,10,4128.0,13,6,288,10,2012,True
11,10.939999999999998,0.0,0.0,93.0,2,10,4358.0,14,6,288,10,2012,True
11,11.400000000000034,0.0,0.0,93.0,6,12,4342.0,15,6,288,10,2012,True
11,11.53000000000003,0.0,0.0,93.0,5,16,4234.0,16,6,288,10,2012,True
11,11.490000000000007,0.0,0.0,93.0,5,16,4271.0,17,6,288,10,2012,True
11,11.25,0.0,0.0,93.0,5,16,4080.0,18,6,288,10,2012,True
11,11.02000000000004,0.0,0.0,93.0,5,16,3453.0,19,6,288,10,2012,True
11,10.879999999999995,0.0,0.0,93.0,5,16,2718.0,20,6,288,10,2012,True
11,10.430000000000009,0.0,0.0,93.0,5,16,2439.0,21,6,288,10,2012,True
11,9.890000000000043,0.0,0.0,93.0,5,16,1819.0,22,6,288,10,2012,True
11,8.800000000000011,0.0,0.0,93.0,3,5,1002.0,23,6,288,10,2012,True
11,8.460000000000036,0.0,0.0,93.0,3,5,542.0,0,0,289,10,2012,False
11,8.420000000000016,0.0,0.0,85.0,3,5,303.0,1,0,289,10,2012,False
11,8.270000000000039,0.0,0.0,85.0,3,5,239.0,2,0,289,10,2012,False
11,8.140000000000043,0.0,0.0,85.0,3,5,335.0,3,0,289,10,2012,False
11,7.870000000000003,0.0,0.0,85.0,3,5,810.0,4,0,289,10,2012,False
11,7.670000000000016,0.0,0.0,85.0,3,5,2606.0,5,0,289,10,2012,False
11,7.240000000000009,0.0,0.0,85.0,5,16,5714.0,6,0,289,10,2012,False
11,7.0400000000000205,0.0,0.0,100.0,5,16,6798.0,7,0,289,10,2012,False
11,6.670000000000016,0.0,0.0,100.0,5,16,6114.0,8,0,289,10,2012,False
11,6.600000000000023,0.0,0.0,100.0,5,16,5094.0,9,0,289,10,2012,False
11,6.920000000000016,0.0,0.0,100.0,5,16,4473.0,10,0,289,10,2012,False
11,7.170000000000016,0.0,0.0,90.0,1,18,4529.0,11,0,289,10,2012,False
11,8.57000000000005,0.0,0.0,100.0,0,26,4823.0,12,0,289,10,2012,False
